Metry_kwadratowe,Liczba_pokoi,Podworko,Basen,Pietra,Kod_pocztowy,Prestiz,Liczba_poprzednich_wlascicieli,Zbudowany,Instalacja_odgromowa,Piwnica,Strych,Garaz,Magazyn,Goscinny,Cena
29411,26,1,0,53,64099,2,9,2017,1,1681,8610,181,1,1,2948395.7
18362,100,1,0,33,86705,9,4,2019,0,5521,1537,241,1,6,1842236.9
40581,99,1,1,82,48665,9,7,2008,0,5782,1627,428,0,10,4068225.8
17252,90,0,0,23,58659,2,9,2000,1,3183,1757,357,0,10,1726850.0
45647,17,1,1,100,31458,9,4,2019,1,3554,9429,713,0,6,4580938.9
64654,34,1,0,33,12031,5,5,1992,0,4245,6313,563,0,3,6471114.2
87668,58,0,0,56,18473,7,7,2017,0,9625,7161,590,1,6,8769343.7
97688,60,0,1,25,42775,8,9,1990,0,8847,4009,158,1,0,9775672.0
63509,72,0,0,53,77958,6,1,2006,1,6679,3062,591,0,0,6356517.6
98262,60,0,0,14,79444,3,9,2001,0,1889,9650,660,1,0,9827936.1
19728,97,1,0,85,49642,2,8,2018,1,4778,5706,289,1,2,1977828.8
34585,34,0,1,99,41029,6,2,2018,0,9137,9141,675,1,6,3471454.8
56666,13,0,0,63,80634,8,9,2000,1,6911,7146,543,1,9,5671002.0
23043,69,0,0,55,20666,6,10,2007,1,9610,4996,971,0,10,2309235.7
84978,63,1,1,65,50078,2,10,1990,0,9649,8176,212,0,9,8508647.0
39975,97,0,0,72,86063,6,8,2016,0,2361,3900,452,0,8,4005185.6
49063,35,0,0,81,53623,1,5,1991,0,9416,7968,972,0,7,4909260.1
79093,89,1,1,63,31911,9,9,2014,0,2848,6813,533,0,9,7915505.4
95157,76,0,1,86,13430,4,2,2002,1,8416,2820,798,1,6,9527400.2
23127,72,1,1,98,75970,5,4,1995,1,7989,4396,237,0,8,2327821.5
63397,52,1,1,17,54284,5,8,2003,1,9719,1441,360,0,3,6344621.3
70367,63,1,0,19,82251,8,1,2015,1,8131,2786,635,1,0,7043100.5
74556,36,1,0,30,19713,2,5,2021,0,8074,2048,729,1,0,7461430.1
19054,27,1,1,64,59992,5,10,2017,0,9531,8510,968,0,3,1915949.7
19467,61,0,0,69,64898,3,10,1995,0,7723,6060,425,1,2,1953949.5
23917,57,0,0,92,79479,9,2,1992,0,7268,1683,272,1,6,2396597.2
35752,37,1,1,88,40954,9,9,2004,0,4770,7965,593,0,5,3584645.4
43729,50,1,1,78,86433,7,4,1990,0,6886,3231,213,0,3,4386441.0
60263,14,0,0,29,71839,5,5,2002,0,4041,3152,955,0,6,6027298.2
62563,35,1,1,66,37064,7,6,1994,0,6669,3384,351,1,7,6268203.4
74693,98,1,0,57,69975,6,3,1997,0,5655,5743,386,1,8,7476380.7
69815,68,1,0,96,33939,9,3,2001,1,4764,3233,382,1,8,6994868.1
47377,91,1,1,12,93863,6,4,2015,0,6751,7894,158,1,4,4742430.5
84747,97,0,1,86,50495,7,7,2014,0,7441,7366,404,0,7,8483566.4
52843,75,1,1,50,53689,6,7,2004,1,5877,1381,358,1,3,5291087.4
94638,50,0,0,32,80383,3,10,2014,0,8047,7968,870,1,10,9465407.4
87362,50,0,1,25,87149,9,3,1995,0,3967,1233,268,0,7,8743936.5
50571,39,1,1,24,80108,2,10,1998,0,4018,3591,631,1,0,5063431.8
69918,32,1,0,11,43369,8,5,2005,1,2569,9077,758,1,2,6995676.5
15500,92,0,1,98,81088,1,7,2020,0,9577,8084,255,0,7,1554517.0
53304,47,1,0,79,78668,5,3,2012,1,3069,4872,541,0,2,5337897.2
97471,74,1,0,90,32462,7,7,2013,1,7429,7552,629,0,6,9756243.3
30782,99,1,0,48,64577,1,5,2020,0,9701,2104,783,0,9,3082971.0
26519,33,1,1,42,19068,5,1,2014,0,4604,4404,651,1,1,2656599.4
65934,29,1,0,51,98414,2,7,2007,1,7680,5657,721,1,0,6597942.7
18250,16,0,0,82,7383,7,10,2011,0,7751,6127,565,1,2,1829113.1
40783,48,0,1,80,81432,7,8,1992,1,9162,9271,838,0,10,4086725.2
33156,15,0,1,43,52491,8,3,1994,1,2108,4092,696,0,3,3323470.4
95762,64,1,0,63,24349,10,10,2004,1,5198,6277,882,1,2,9583086.4
31317,91,1,1,25,86804,8,2,1995,1,2463,3454,543,1,5,3142581.5
70288,78,1,0,28,15319,3,9,2011,1,1864,4125,706,1,7,7034567.1
44681,63,1,1,80,80786,2,7,1995,0,9413,3951,537,0,1,4480399.5
59478,22,0,0,68,93765,2,8,1992,0,3355,2456,253,1,8,5950543.2
58737,66,1,1,62,60814,4,3,2014,1,8827,7728,224,1,0,5882539.4
32100,79,0,1,39,34468,2,5,2017,0,1482,9856,932,0,6,3213786.7
59810,64,0,1,56,25278,1,10,2016,1,5202,8160,445,0,1,5991500.6
86186,85,0,0,36,58102,4,8,2010,1,2790,2939,539,1,6,8620785.0
27856,34,0,1,98,93709,7,1,2016,0,7117,6509,194,0,9,2795386.6
70976,84,1,0,44,79617,10,7,2018,0,9962,8030,544,1,4,7101406.8
90180,91,1,0,63,1400,4,5,2014,0,9500,2033,800,0,8,9023962.4
80419,55,0,0,31,72171,5,5,1998,1,1333,1081,465,1,3,8043741.8
91651,97,1,0,95,28499,9,8,2016,0,9071,9895,175,1,9,9172889.6
77261,32,0,0,18,67401,10,6,1997,1,5565,2696,640,1,5,7727179.7
26694,68,0,0,72,75658,3,2,1994,0,7808,1266,852,0,4,2672253.4
32084,20,1,0,71,72927,10,8,2015,0,2309,4071,851,1,10,3214809.5
93703,46,1,0,56,33926,6,1,2018,1,9314,6659,546,1,6,9377879.8
78984,62,1,1,89,57806,9,9,2014,1,1199,9487,165,1,2,7910102.4
10697,16,0,0,95,41131,9,8,2009,1,1114,4627,256,1,7,1074445.9
13349,65,0,1,18,3147,1,3,2004,0,6039,7110,602,1,4,1339458.4
41083,69,1,0,62,90286,9,6,2017,0,4279,1984,683,0,10,4114499.7
63078,38,1,1,35,74374,3,1,2005,0,5369,2732,769,1,2,6316522.5
33935,12,0,0,86,30349,7,4,2015,1,7274,2699,626,0,0,3400557.5
30104,88,0,0,88,120,3,7,1996,1,3551,4051,577,1,5,3016757.6
44414,70,0,0,94,54108,8,1,2003,0,8675,4871,933,1,0,4449908.3
16996,89,1,0,52,56372,6,2,2005,0,7922,3316,956,1,8,1708754.5
15290,77,0,0,97,58566,9,3,2009,1,4588,9960,218,1,8,1533827.9
41168,99,0,1,11,53471,6,6,1992,0,5717,1821,888,0,9,4123023.2
33622,77,0,1,73,93239,7,5,2014,0,8902,8490,340,0,1,3371927.4
66878,22,0,0,41,3743,9,5,2016,1,1400,8825,763,0,2,6692131.6
16336,76,0,1,11,28105,1,8,2008,0,9709,1219,415,0,1,1636600.8
90836,97,0,0,40,53732,4,2,2011,1,2770,8991,149,0,7,9086961.1
43030,81,1,1,85,73973,4,10,2010,1,1104,3332,978,1,10,4310671.0
37620,55,0,0,51,9302,9,8,1994,1,8318,6950,160,1,8,3764885.4
75749,81,1,0,30,62511,5,3,2020,0,5132,1182,523,1,5,7579803.0
28769,22,1,0,80,17297,6,10,2021,0,6686,5731,546,1,2,2881959.1
44539,24,0,0,23,91046,2,4,2007,1,3795,7571,595,0,2,4454837.7
52079,71,0,0,97,77966,10,10,1995,1,6737,2303,196,1,10,5217238.5
88655,88,0,1,94,96284,4,9,2007,1,1193,7734,169,1,0,8875673.7
87554,16,1,1,77,30135,7,7,2010,0,8714,8017,636,1,8,8769996.0
33185,28,0,1,60,37437,5,8,1998,0,6398,2111,437,0,8,3325883.8
81860,68,1,0,65,95833,10,5,2000,1,5409,8288,870,1,7,8190448.0
23164,79,0,0,76,59854,1,10,1992,1,1132,4213,519,0,4,2322369.2
50839,93,0,0,91,4337,1,3,2009,1,4208,6421,726,0,9,5091375.9
17432,49,1,1,15,81884,7,6,1993,0,2250,7062,547,1,10,1751212.3
94930,27,0,0,98,44331,3,6,2001,0,9694,8469,669,0,8,9499136.1
47601,29,0,1,69,16139,3,5,2001,1,8925,1965,452,0,5,4765720.1
57143,81,0,0,11,13745,8,9,2001,1,7491,8572,866,0,8,5716057.1
90614,77,0,1,16,95936,8,6,2016,0,2528,7255,468,1,10,9065677.6
43245,83,0,0,35,51501,4,8,2003,1,9660,3499,210,0,10,4325940.3
15385,69,1,0,93,98763,3,2,2013,0,1661,5852,498,0,8,1548993.3
14973,91,1,0,22,52038,3,2,2018,1,7397,1255,301,1,4,1501528.8
31454,12,0,0,57,53771,8,1,2012,1,9770,3474,327,0,0,3148909.2
17458,69,1,0,51,97354,7,5,2008,1,8435,3476,789,0,2,1751679.8
14881,68,1,0,88,9188,8,9,2007,1,9590,3549,209,1,10,1498063.7
55366,51,0,0,98,18443,4,3,2011,0,8940,8275,884,0,8,5540333.1
17051,46,1,1,43,67578,2,2,1993,1,6481,7029,346,0,2,1710016.3
34220,50,1,1,33,30858,3,3,1996,1,5942,6266,976,1,1,3430761.6
35778,92,0,0,35,16239,6,8,2012,1,4151,4653,669,1,9,3580006.2
97544,65,0,0,72,74577,2,2,2014,1,3458,4609,195,1,5,9760573.4
95800,83,1,1,28,75731,1,9,1990,0,6051,1280,323,0,3,9591195.0
71399,40,0,0,74,34136,5,10,1996,0,5484,6386,652,1,10,7141237.6
49694,47,1,0,17,42649,4,8,2021,0,8872,9458,976,1,1,4973672.1
82274,36,1,1,69,30208,8,1,2013,1,7565,1456,170,1,10,8237371.3
27649,86,0,0,67,35839,9,10,1997,0,4153,8097,774,1,10,2770975.7
78681,23,1,1,87,56264,8,9,2015,0,5930,8775,616,0,3,7884526.5
30383,24,1,1,87,41613,9,8,2000,1,1312,7774,789,1,5,3049140.0
16205,33,1,0,53,74857,2,5,2000,0,5988,9397,183,0,1,1626165.0
35821,12,1,0,71,39266,6,10,2013,0,9220,3302,980,1,7,3589966.3
34075,70,1,1,28,7956,2,2,1995,1,7842,6296,545,1,4,3415018.5
15807,34,1,0,33,58996,7,2,2020,0,4263,9085,951,0,8,1587804.0
84748,29,1,0,96,57674,8,9,2013,1,1978,9476,179,0,7,8480498.3
95514,64,0,1,83,88845,6,8,2016,1,3388,6643,167,0,1,9557636.6
81411,23,0,1,74,99433,10,1,1998,1,4634,1546,417,0,9,8149663.8
67053,15,0,0,33,72156,5,2,2019,1,7848,1630,947,1,9,6707304.9
59993,13,1,1,67,83164,2,4,2015,0,7159,4934,324,1,3,6009243.5
95568,61,0,1,56,79841,2,8,1992,0,8392,3187,388,1,0,9562024.2
50873,95,0,0,38,10919,7,10,2018,0,4083,9834,379,0,4,5089609.8
56885,89,1,1,80,69885,1,4,2001,1,7919,3273,651,1,8,5699848.1
72193,49,0,1,82,53046,4,7,1992,0,5541,1443,326,0,1,7224575.2
39210,100,0,0,70,44287,6,9,2011,0,5798,7831,287,1,3,3923171.1
64882,88,0,0,86,26142,5,7,1990,1,3453,5513,452,1,8,6493005.0
98864,37,1,0,55,32055,1,7,2006,0,3854,3583,721,1,7,9892826.6
46585,73,0,0,91,10008,2,6,1990,1,4670,2935,835,1,6,4662821.0
41976,78,0,1,86,95137,6,7,1990,1,9332,6598,475,1,5,4205798.0
65611,61,0,1,23,88748,9,9,1999,0,5046,6181,963,0,7,6563935.9
50373,38,0,1,53,3519,8,3,2003,1,1500,8923,352,0,3,5043556.3
12079,66,1,1,70,60660,6,8,2020,0,3094,4275,512,1,9,1213149.0
36670,12,0,1,54,81486,1,9,2003,1,7937,1759,346,0,2,3676149.3
70603,35,1,0,42,21908,8,1,2012,0,2976,8011,324,0,7,7065124.2
70091,62,1,1,86,37015,2,6,2009,0,1786,8181,733,0,8,7019102.9
64932,38,0,0,42,35842,1,9,2016,1,4507,9312,889,0,4,6496287.6
79441,54,1,0,84,84220,10,4,2011,1,1381,5879,405,0,3,7949525.1
91334,54,1,0,97,79832,9,4,1997,1,1841,5309,768,0,3,9142863.7
38674,79,1,1,97,49531,4,3,2015,0,2129,6397,990,1,5,3881695.5
83033,36,1,0,75,75420,1,9,2006,1,5037,9511,164,0,5,8313113.6
76692,42,1,0,28,24738,1,10,1997,0,6830,8589,208,1,1,7673297.7
31560,74,1,0,17,88534,10,10,2004,0,8088,3684,499,1,2,3159643.4
21765,79,1,1,35,98079,4,10,1990,0,5287,6084,442,0,0,2184139.0
11192,18,1,1,100,80973,8,10,2005,0,7138,2283,824,1,9,1129884.5
91569,74,1,1,40,59784,1,10,1996,1,6609,2097,514,1,2,9166813.6
23554,69,1,1,31,18992,3,3,1990,0,1667,5086,354,1,10,2365037.0
87502,32,0,1,89,59722,6,9,2009,0,2759,8599,973,0,3,8761066.9
84920,20,1,1,67,9914,4,7,2008,1,9599,8143,164,1,3,8498090.8
71830,84,1,1,94,49715,10,5,2010,1,9393,5627,771,1,6,7198524.0
60443,27,1,0,29,75789,9,5,2020,1,6197,2105,663,1,5,6050123.0
87140,89,1,0,35,95671,1,4,2021,0,9405,3167,759,1,5,8719038.1
20466,54,0,1,17,27952,9,8,1992,0,2320,6673,540,1,8,2050714.2
98983,28,1,0,94,87042,4,4,1995,1,1094,1148,458,0,6,9907159.5
97600,92,0,0,60,25026,7,7,2004,0,7030,7874,903,0,1,9766250.4
84478,54,0,1,85,94529,9,7,2002,0,3963,2556,916,1,5,8455893.2
79363,63,0,1,21,23353,5,9,2020,1,3943,1806,665,0,7,7939687.0
82102,34,1,0,13,7782,2,9,2006,0,6721,2664,413,0,10,8212467.6
68916,19,0,0,13,90143,4,3,2013,0,6851,8618,487,1,7,6893475.3
79078,60,1,0,90,38332,10,3,1998,1,2568,9132,746,1,9,7911742.8
78304,100,0,0,82,68157,3,4,2010,1,9182,3657,766,0,6,7838249.0
32263,76,0,1,92,27952,8,1,2018,1,8164,3706,348,0,3,3235937.8
26659,18,1,1,88,78689,10,8,1990,1,2832,9254,378,0,2,2677314.0
74995,94,0,0,57,65876,7,5,2021,1,6677,2068,185,1,3,7505553.1
83388,97,0,0,72,45858,1,4,2016,1,1288,9902,533,0,0,8339971.6
80863,57,0,0,31,98619,9,3,2013,1,7372,7703,575,0,5,8089383.3
48854,79,1,0,83,42705,7,9,2002,0,4607,7445,859,1,10,4890551.2
93002,53,0,0,52,65917,4,2,1992,1,7998,9106,962,1,9,9302663.2
50058,72,0,0,96,45126,10,2,2005,1,8185,2407,956,1,0,5009004.5
94512,89,1,0,39,15527,8,1,2002,1,3981,4739,694,0,2,9457140.2
36050,56,0,0,90,33708,6,8,1991,0,2791,7707,217,1,1,3611909.1
17193,18,0,1,72,88316,9,4,2018,1,4118,1381,774,0,5,1724888.8
72730,58,0,0,38,37518,2,10,1993,0,9441,9775,854,1,0,7276501.3
88898,53,1,1,52,71476,9,6,2018,0,9679,9017,220,1,5,8902046.8
92649,31,0,0,77,56098,10,8,1991,1,6811,2656,429,1,8,9271774.1
65867,37,0,0,92,67725,6,2,1994,1,3054,4650,998,1,10,6593211.4
93564,16,1,1,66,13427,4,10,2019,1,4952,1906,325,1,3,9370487.9
24386,69,1,0,71,96258,9,6,1997,1,7112,1654,202,1,9,2445795.7
65741,88,0,0,78,81087,1,3,2000,0,2518,4878,925,1,7,6575564.0
18148,96,0,1,39,50444,4,5,2020,0,9853,6154,438,0,9,1821559.0
20444,13,0,1,31,6108,1,3,1993,1,1925,1826,670,1,4,2049492.3
95591,85,0,0,43,56924,6,9,2003,1,3279,6968,970,1,0,9560516.3
46572,89,0,0,18,40052,4,4,1993,1,6035,7454,704,1,9,4658899.3
12849,48,1,0,21,27000,10,5,2021,1,5245,1313,844,1,4,1290147.1
21370,67,0,1,67,11,8,8,1999,0,3278,3563,767,0,4,2142261.9
59286,77,0,1,95,25140,5,3,1991,1,2351,7161,943,1,10,5940315.1
38370,20,0,1,73,14234,6,5,2018,1,8712,9983,197,0,10,3840886.8
27738,12,0,1,44,24970,9,4,2008,0,3734,5069,309,1,10,2780182.8
52687,35,1,0,43,96309,2,4,2004,0,4554,5386,409,1,8,5271994.4
77043,22,1,1,83,61124,10,6,1993,0,6531,7762,814,0,9,7709349.3
96006,26,1,1,17,31832,5,7,2003,1,8173,2607,541,1,10,9609774.3
87699,92,1,0,73,39608,6,7,2000,1,4147,7554,606,1,3,8777421.0
94015,33,0,0,99,45177,2,5,1992,1,6434,7269,600,1,2,9409921.2
81065,95,0,1,80,31317,8,4,2020,1,4196,3559,161,0,1,8116681.0
70080,72,0,0,98,87769,7,7,2014,1,9477,8862,686,0,7,7018061.4
58314,75,0,1,13,32662,6,6,2003,1,1428,3553,916,0,10,5836299.3
92128,90,1,0,100,82984,7,9,2019,0,7853,1524,177,1,9,9223230.9
59834,90,1,1,50,64277,10,6,2018,1,4468,7729,925,0,5,5992116.8
76297,88,1,1,69,32290,7,4,1993,1,8273,7875,877,0,5,7637924.3
89286,14,0,0,73,19140,2,9,2016,0,1496,2714,622,1,2,8933700.6
99918,57,1,1,58,33628,1,8,1990,0,2482,3894,155,0,4,10002945.0
73867,99,0,0,84,74407,2,5,1999,0,8291,6323,243,0,10,7391147.9
85911,37,1,0,31,86247,2,10,1994,1,1914,2578,230,1,6,8598134.4
71418,20,0,1,47,2634,2,8,2014,1,5273,3159,286,1,7,7147130.4
15975,97,0,0,80,85721,7,1,2021,0,7550,2211,912,0,4,1604852.1
69664,73,1,0,66,48780,9,10,2009,0,4266,5174,778,0,4,6973278.9
59702,45,1,1,37,68711,10,6,1994,1,1500,4473,563,0,0,5979963.4
36836,79,1,0,61,36935,8,5,2009,1,8320,8515,335,0,2,3690931.9
81118,43,0,0,60,68494,1,7,1991,1,1639,9062,727,1,3,8114549.1
56509,59,1,0,68,49492,10,4,2019,1,4090,9805,584,1,1,5654739.9
36511,20,0,0,44,81530,3,9,1993,1,6784,8189,958,0,0,3652333.3
14224,26,1,1,45,22460,7,3,2003,0,5175,5221,801,0,6,1433009.3
82907,81,1,1,14,90765,8,6,2010,0,2647,7051,300,1,4,8297847.0
85467,96,1,0,72,47070,7,10,2016,1,4319,8118,707,1,7,8552777.6
20851,89,1,0,33,76716,1,10,2004,0,2317,6358,677,0,0,2091090.4
54531,42,1,0,53,23673,10,4,1996,1,9925,4848,664,1,4,5456185.6
87018,37,0,0,79,38319,6,7,1995,1,2617,4999,777,0,7,8707002.5
82525,63,0,1,38,32886,1,4,2008,1,9388,7718,363,0,7,8258910.8
61067,81,1,0,39,67947,2,5,1998,1,5257,3215,377,0,2,6109873.8
92725,81,1,1,33,68299,6,6,2003,0,4903,8180,363,0,1,9283435.3
86614,65,0,1,63,15680,10,6,1996,1,1472,8750,919,1,1,8671187.6
22254,94,0,1,46,12032,8,7,1991,0,3063,8385,653,0,6,2233861.1
56997,84,1,0,93,21075,5,5,1990,1,2970,6724,425,1,10,5704164.0
53822,82,0,0,14,84693,10,6,2008,1,9755,6023,761,0,4,5383902.8
22451,88,1,1,30,73962,9,9,2019,0,4720,6177,943,1,4,2251128.9
51678,100,1,0,64,24703,8,5,2016,1,4890,6253,147,1,5,5175264.6
55209,80,1,0,96,91189,6,6,2006,1,1168,7971,691,1,5,5532468.6
21482,43,1,1,38,72335,1,8,2021,0,5360,9520,271,0,3,2156342.1
34713,92,0,1,27,47253,5,6,2020,1,5767,6793,398,1,10,3475991.0
81472,22,1,1,16,16662,8,7,2013,0,2042,3158,526,0,4,8157989.3
61139,92,0,1,94,63244,10,2,2006,0,2336,1315,225,1,10,6127221.6
48670,25,1,1,53,27485,5,8,2005,1,1372,1478,755,1,9,4874367.5
60256,60,1,0,68,57262,9,3,2016,1,5123,1273,569,1,10,6033836.6
56613,58,1,0,92,34118,2,10,1990,0,5219,1230,444,1,9,5673842.0
54822,84,0,1,12,8145,1,9,2016,0,9311,7673,459,0,2,5485078.6
46536,57,0,0,58,92228,6,5,1997,0,1768,1809,924,0,9,4660099.7
61502,77,1,0,75,39079,1,10,2019,0,6111,2465,258,0,5,6158082.9
28617,20,1,0,65,54971,6,9,1995,1,6782,4850,666,0,9,2866340.5
94394,79,0,0,94,91254,9,10,2006,1,8167,7372,891,0,10,9441848.6
71714,82,0,0,53,42915,9,1,2006,0,8313,1169,288,0,5,7175059.6
88642,66,0,0,83,62361,7,3,2001,0,2366,8134,950,1,4,8872635.1
99532,17,0,0,62,79254,3,6,1993,0,3158,7404,501,0,5,9954865.3
70707,70,1,1,68,45156,3,8,2011,1,7276,5926,859,1,2,7077984.1
68985,67,1,1,79,93844,5,4,2017,1,5004,1124,755,0,3,6910322.7
20469,43,1,0,77,19825,7,4,2003,0,3682,1403,809,1,6,2057093.3
64930,54,1,1,75,9580,5,6,2001,1,4584,7711,612,1,10,6510156.1
47275,91,0,0,86,4548,5,1,1990,1,5759,8084,768,0,8,4731933.0
51476,97,1,1,97,20959,5,9,2017,0,1268,8350,330,1,4,5155902.7
15351,93,1,0,14,14607,3,3,2003,1,6441,9080,873,1,7,1539085.3
99338,73,0,1,88,16935,6,1,2007,1,7399,2750,867,1,3,9941123.7
18376,68,0,1,21,57224,5,9,1997,1,5904,6908,612,0,0,1842716.7
16214,65,1,0,56,28790,1,9,2015,1,9024,6518,882,0,0,1629077.5
42477,38,1,0,13,39099,2,2,1991,0,5380,6482,943,0,2,4252254.1
32433,33,0,1,71,42438,9,5,1999,1,5047,1109,318,0,6,3253892.9
45206,39,1,1,12,72090,4,8,2014,0,2724,7920,615,0,1,4527173.4
77936,43,1,0,54,71732,1,6,2001,0,3782,4717,380,1,2,7799946.1
94565,13,0,0,95,41401,8,1,2004,0,8133,5284,213,0,10,9463275.4
50109,35,0,1,13,53434,4,2,2015,1,7101,5819,846,0,7,5016997.5
43891,36,0,1,23,22745,8,9,2005,0,6242,2733,634,1,8,4394008.5
43621,28,0,0,62,97969,2,9,2010,1,9613,2783,902,0,8,4364041.0
93924,77,0,0,38,15847,7,3,1992,1,6396,4939,588,1,5,9396009.2
15729,36,0,0,94,442,10,2,1998,0,3260,8170,480,1,0,1575961.8
36849,25,0,1,52,50223,2,4,1998,0,1892,3709,678,1,1,3689400.8
68365,98,0,0,82,80261,1,5,2001,0,8576,5657,663,1,3,6841624.1
52478,20,0,1,22,91632,8,6,1992,0,9916,2688,428,0,9,5252648.2
67012,32,0,0,76,14937,1,9,2004,1,6796,7766,248,1,9,6707398.4
53596,87,1,1,97,8149,5,4,2020,1,7636,6007,847,0,5,5369695.0
74621,100,1,0,17,39637,10,3,2003,1,2857,3338,313,0,9,7468927.3
21749,44,1,1,49,4339,3,10,2011,0,5405,8372,502,1,10,2181457.1
60899,79,1,1,64,89739,6,7,2004,0,3350,4101,735,1,1,6099761.4
35941,83,0,0,97,90658,3,8,2001,0,3845,8588,191,1,9,3596784.1
97772,35,1,1,27,28602,3,2,1993,1,7671,5092,594,1,7,9781828.3
66508,75,0,0,100,56524,10,3,1990,1,5510,8014,545,1,1,6652899.0
30862,32,1,1,12,99355,2,2,2001,0,3856,7716,233,1,3,3091919.1
25872,18,0,0,28,15628,8,9,1991,0,1995,7637,992,0,3,2589819.1
49386,96,0,1,76,27027,10,2,1990,1,3940,4447,376,1,0,4943038.0
25998,57,1,1,99,20234,1,6,2001,0,6471,8312,196,0,5,2618078.1
82202,100,0,1,59,47682,8,2,2014,1,3857,2418,326,0,7,8227582.4
74988,62,1,1,66,21121,9,7,2012,0,7677,4826,714,1,7,7513503.2
35412,27,1,1,70,95056,7,8,1994,0,4160,1182,455,0,4,3555286.4
18179,14,1,1,49,50124,3,2,2004,0,3796,8112,905,1,7,1822705.4
35375,23,0,1,93,88073,1,3,2006,0,9591,5451,383,1,9,3547670.6
75731,13,0,0,98,31310,9,5,2017,0,9189,6072,384,0,0,7581003.7
40227,36,1,1,46,67337,1,1,1997,1,1146,1299,668,1,8,4030969.7
93046,70,0,1,88,62940,3,7,2000,1,9528,6019,614,1,6,9312840.0
62247,100,0,0,68,42837,6,4,2010,0,3823,9718,907,1,7,6231793.0
44913,30,0,0,39,33937,9,9,2015,0,6521,3690,652,1,10,4493550.5
60745,97,0,1,85,81543,9,6,2015,1,5075,5017,936,1,1,6084063.5
93571,47,1,0,38,65586,1,9,2018,1,5674,7518,995,0,7,9361586.8
15186,54,0,0,73,68059,2,8,2001,0,3742,7340,763,1,2,1523188.1
32024,91,0,1,13,92108,6,10,2019,0,4896,3191,920,1,10,3207302.9
30579,73,0,0,98,40829,7,4,2002,0,5664,7043,268,1,1,3064236.2
75189,55,0,0,53,10068,6,4,2005,0,9457,9295,465,1,4,7523363.5
47554,86,1,1,53,76284,9,4,2020,0,8783,2595,688,1,3,4765507.0
56430,86,0,1,95,66145,10,8,2013,0,4525,2402,795,1,5,5651930.3
42495,49,0,1,11,96128,2,3,2008,0,6667,3805,548,1,5,4254092.8
34336,92,1,1,55,8540,3,4,2013,0,1604,5110,630,0,5,3442471.3
39222,55,1,0,25,10874,8,3,1991,0,4245,1694,381,1,6,3929495.1
27197,43,1,1,91,79478,1,1,2021,1,9484,3186,740,0,7,2727914.1
30176,36,0,1,84,40392,9,8,2011,0,8940,5983,754,1,8,3024957.1
40057,56,0,0,32,74405,10,9,2020,1,2609,9544,877,0,2,4007722.0
35131,20,0,1,12,598,6,2,2001,0,4415,8261,914,1,4,3515398.1
30872,54,0,0,19,59528,3,6,1992,0,5917,9099,370,1,9,3088148.2
35714,84,1,0,52,7831,7,9,1993,1,8094,7354,240,1,3,3578983.3
63182,21,0,1,91,37179,7,5,1990,1,4465,6612,469,0,9,6326321.0
35122,45,0,1,76,85058,4,1,1993,1,9919,1326,390,1,1,3519372.3
87781,72,1,1,44,74153,2,9,2011,1,3052,7070,933,1,10,8789651.1
93437,40,1,0,36,34307,3,7,2009,1,3370,6778,850,0,6,9350312.9
78173,67,0,0,68,39114,2,3,1996,0,3923,6401,791,0,7,7819707.6
41303,43,0,0,29,33769,2,2,2021,0,2712,8350,625,0,3,4132922.1
96859,19,0,1,84,42707,4,3,2020,0,8672,5443,740,0,8,9697543.0
43455,37,0,1,49,99898,6,10,2010,0,5289,3309,293,0,0,4353454.0
56659,43,0,1,85,69541,6,8,2012,0,3855,4460,554,1,3,5671005.2
78552,67,1,1,32,44435,8,8,2008,0,8338,4376,747,0,7,7861906.8
97843,40,0,0,76,73758,2,6,2012,0,2334,2845,780,0,0,9790045.2
49777,23,1,0,64,77840,7,8,1990,1,1399,1431,880,1,9,4984030.0
85083,70,0,0,33,15966,6,10,1994,1,1697,6032,573,1,3,8511641.4
60153,68,0,1,49,28764,6,6,1994,0,1658,1360,519,1,6,6021519.4
13553,66,0,0,65,48244,7,6,2017,1,5143,6871,437,0,4,1360671.7
90797,98,0,0,35,41571,6,1,1998,1,1112,8300,806,1,2,9082814.8
85184,38,1,0,12,24845,2,2,2008,1,6650,2003,415,1,0,8522151.8
22216,50,1,0,21,19128,10,10,2006,0,7509,1547,963,1,0,2227097.6
83475,29,1,1,21,83086,7,6,2003,1,8529,9206,713,0,8,8354822.3
68213,15,0,0,46,42558,1,7,2018,1,5504,5791,689,0,8,6824757.8
45199,42,1,1,35,64468,10,9,2017,0,6758,9915,363,1,2,4525009.7
55484,78,0,1,28,93481,8,10,1996,1,3639,1147,377,0,7,5555288.6
90110,64,1,0,52,81395,3,5,1998,0,8600,8061,384,0,0,9019491.8
77231,96,1,1,86,92011,8,4,2008,0,7020,8012,185,1,7,7736121.8
33135,29,0,0,77,6740,9,3,2014,1,5397,1850,745,1,6,3319402.4
25662,30,1,0,28,88555,10,6,1992,0,5062,5065,857,1,8,2572373.2
91004,36,1,0,11,58047,2,1,2009,1,1334,6811,460,0,5,9102980.9
40647,84,1,1,96,86548,3,3,2007,1,8371,4417,372,1,0,4077290.7
94674,52,1,1,78,48483,5,5,1991,1,8822,1723,590,0,4,9477047.1
59302,85,1,1,31,10324,4,5,2007,0,4968,6928,826,1,7,5940173.7
